
========================================================================
RUN STARTED  2026-06-17 17:31:31
site_pipeline.py https://www.intel.com/content/www/us/en/research/quantum-computing.html
========================================================================

[17:31:31 +0s | intel_content_www_us_en_research_quantum_computing_html] === 0 crawl site ===
[17:31:34 +2s | intel_content_www_us_en_research_quantum_computing_html] [INIT].... → Crawl4AI 0.8.6 
[17:31:36 +5s | intel_content_www_us_en_research_quantum_computing_html] [FETCH]... ↓ https://www.intel.com/content/www/us/en/research/quantum-computing.html                              | ✓ | ⏱: 2.34s 
[21:20:28 +3h 48m 56s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/download-center/home.html (41/133), chunk 11/12
[21:20:31 +3h 49m 0s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/download-center/home.html (41/133), chunk 12/12
[21:20:33 +3h 49m 2s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 1/15
[21:20:36 +3h 49m 5s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 2/15
[21:20:38 +3h 49m 7s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 3/15
[21:20:40 +3h 49m 9s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 4/15
[21:20:41 +3h 49m 10s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 6/15
[21:20:46 +3h 49m 15s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 7/15
[21:20:50 +3h 49m 19s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 9/15
[21:20:54 +3h 49m 23s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 10/15
[21:20:57 +3h 49m 26s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 11/15
[21:21:03 +3h 49m 31s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 12/15
[21:21:08 +3h 49m 36s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 13/15
[21:21:11 +3h 49m 40s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 14/15
[21:21:17 +3h 49m 46s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/opinions (44/133), chunk 15/15
[21:21:20 +3h 49m 49s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/support/contact-intel.html (47/133), chunk 13/20
[21:21:24 +3h 49m 53s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/support/contact-intel.html (47/133), chunk 14/20
[21:21:28 +3h 49m 57s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/support/contact-intel.html (47/133), chunk 15/20
[21:21:30 +3h 49m 58s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/support/contact-intel.html (47/133), chunk 16/20
[21:21:32 +3h 50m 0s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/support/contact-intel.html (47/133), chunk 20/20
[21:21:36 +3h 50m 5s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 1/15
[21:21:37 +3h 50m 6s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 2/15
[21:21:39 +3h 50m 8s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 3/15
[21:21:42 +3h 50m 11s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 4/15
[21:21:44 +3h 50m 12s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 6/15
[21:21:52 +3h 50m 21s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 7/15
[21:21:59 +3h 50m 28s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 8/15
[21:22:04 +3h 50m 33s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 9/15
[21:22:09 +3h 50m 38s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 10/15
[21:22:18 +3h 50m 46s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 11/15
[21:22:25 +3h 50m 54s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 12/15
[21:22:32 +3h 51m 1s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 13/15
[21:22:36 +3h 51m 5s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 14/15
[21:22:40 +3h 51m 9s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/artificial-intelligence (50/133), chunk 15/15
[21:22:44 +3h 51m 13s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 1/12
[21:22:49 +3h 51m 18s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 2/12
[21:22:51 +3h 51m 20s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 3/12
[21:22:55 +3h 51m 24s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 4/12
[21:22:58 +3h 51m 27s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 5/12
[21:23:06 +3h 51m 35s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 6/12
[21:23:16 +3h 51m 45s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 7/12
[21:23:26 +3h 51m 55s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 8/12
[21:23:36 +3h 52m 5s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 9/12
[21:23:44 +3h 52m 13s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 10/12
[21:23:48 +3h 52m 17s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 11/12
[21:23:52 +3h 52m 21s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/altera (51/133), chunk 12/12
[21:23:57 +3h 52m 26s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html (53/133), chunk 5/14
[21:24:06 +3h 52m 35s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html (53/133), chunk 6/14
[21:24:13 +3h 52m 42s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html (53/133), chunk 7/14
[21:24:18 +3h 52m 46s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html (53/133), chunk 8/14
[21:24:22 +3h 52m 51s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html (53/133), chunk 12/14
[21:24:26 +3h 52m 55s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html (53/133), chunk 13/14
[21:24:31 +3h 53m 0s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/artificial-intelligence/overview.html (53/133), chunk 14/14
[21:24:33 +3h 53m 2s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 1/16
[21:24:34 +3h 53m 3s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 2/16
[21:24:37 +3h 53m 6s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 3/16
[21:24:39 +3h 53m 8s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 4/16
[21:24:42 +3h 53m 10s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 6/16
[21:24:46 +3h 53m 15s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 7/16
[21:24:53 +3h 53m 21s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 9/16
[21:25:02 +3h 53m 30s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 10/16
[21:25:18 +3h 53m 47s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 11/16
[21:25:27 +3h 53m 56s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 12/16
[21:25:33 +3h 54m 2s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 13/16
[21:25:41 +3h 54m 9s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 14/16
[21:25:45 +3h 54m 14s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 15/16
[21:25:50 +3h 54m 19s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://newsroom.intel.com/data-center (54/133), chunk 16/16
[21:25:53 +3h 54m 22s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://thailand.intel.com/content/www/th/th/homepage.html (55/133), chunk 11/16
[21:25:59 +3h 54m 28s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://thailand.intel.com/content/www/th/th/homepage.html (55/133), chunk 12/16
[21:26:06 +3h 54m 35s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://thailand.intel.com/content/www/th/th/homepage.html (55/133), chunk 13/16
[21:26:14 +3h 54m 43s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://thailand.intel.com/content/www/th/th/homepage.html (55/133), chunk 14/16
[21:26:22 +3h 54m 51s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://thailand.intel.com/content/www/th/th/homepage.html (55/133), chunk 15/16
[21:26:26 +3h 54m 55s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://thailand.intel.com/content/www/th/th/homepage.html (55/133), chunk 16/16
[21:26:29 +3h 54m 58s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/products/details/processors/arc/g-series/handheld-gaming.html (56/133), chunk 13/20
[21:26:33 +3h 55m 2s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/products/details/processors/arc/g-series/handheld-gaming.html (56/133), chunk 14/20
[21:26:39 +3h 55m 7s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/products/details/processors/arc/g-series/handheld-gaming.html (56/133), chunk 15/20
[21:26:48 +3h 55m 17s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/products/details/processors/arc/g-series/handheld-gaming.html (56/133), chunk 16/20
[21:26:57 +3h 55m 26s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/products/details/processors/arc/g-series/handheld-gaming.html (56/133), chunk 17/20
[21:27:15 +3h 55m 43s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/products/details/processors/arc/g-series/handheld-gaming.html (56/133), chunk 19/20
[21:27:19 +3h 55m 48s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.intel.com/content/www/us/en/products/details/processors/arc/g-series/handheld-gaming.html (56/133), chunk 20/20
[21:27:23 +3h 55m 52s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.thailand.intel.com/content/www/th/th/research/quantum-computing.html (57/133), chunk 4/21
[21:27:28 +3h 55m 56s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.thailand.intel.com/content/www/th/th/research/quantum-computing.html (57/133), chunk 5/21
[21:27:31 +3h 56m 0s | intel_content_www_us_en_research_quantum_computing_html] Extracting interactions: https://www.thailand.intel.com/content/www/th/th/research/quantum-computing.html (57/133), chunk 6/21
